movieId,rating,tag
244,5.0,
389,5.0,
476,5.0,
650,5.0,death of husband|evil priest|mother daughter reunion|reunion|shipwreck
834,5.0,african american|beach|mercedes|obesity|summer|volleyball
1168,5.0,animal horror|dog|lycanthrope|norse mythology|werewolf
1360,5.0,Criterion|Cannes
1525,5.0,american football|chinese food|kangaroo|mythology
1890,5.0,
2049,5.0,Disney
2623,5.0,high school|prom
2778,5.0,erotic thriller|love|police|police psychologist|telephone
3229,5.0,novelist|suspense
3352,5.0,crime|drama|hardboil|neonoir|noir
4182,5.0,dance|gang|gangster|teenager
4451,5.0,independent film
4926,5.0,
5344,5.0,adultery|beach|burglar|criminal|diary|motorcycle|romance|seduction|sexual fantasy|suspense
5484,5.0,
5828,5.0,
5920,5.0,belmondo|sport
6049,5.0,based on novel or book
6124,5.0,escaped convict|kidnapping|neglect|police|politician|ransom|runaway
6258,5.0,cabaret dancer|Criterion|prostitute
6335,5.0,independent film|suspense
6500,5.0,dracula|gothic horror|hammer horror|satanist|scotland yard|vampire|van helsing
6716,5.0,
6871,5.0,
7282,5.0,
7446,5.0,
7774,5.0,life in the woods|mountain|survival|awkward
8504,5.0,engineer|free spirit|midlife crisis|stranger
8829,5.0,
9013,5.0,Criterion
25932,5.0,artist|holiday|portrait|scotland|thunderstorm|film noir
26096,5.0,abortion|bigotry|catholic priest|faith|faith tested|priest|world war i|world war ii
26202,5.0,based on novel|based on novel or book|class differences|jealousy|prostitution|surrealism|interior|soundtrack
26369,5.0,Criterion|dominatrix|eroticism|thief|wine
26411,5.0,
26964,5.0,
27306,5.0,independent film
27525,5.0,woman director
27603,5.0,brazil|murder|piglet
27799,5.0,
27841,5.0,bible|christian|god|jesus christ|last supper|miracle|sermon on the mount
31030,5.0,immigrant|love|norwegian
31032,5.0,found footage
33945,5.0,Criterion
34170,5.0,dog|invention|robot|strength|x-ray
34330,5.0,anarchist|madrid|squatter|street artist|street theater|theatre group
36477,5.0,flashback|independent film|wedding
36539,5.0,
38473,5.0,
38884,5.0,farm life|maryland|rural setting|tax collector|tax inspector|taxes
41912,5.0,autonomy|rural setting|sibling relationship|success|sweden
42556,5.0,arizona|chinese man|circus|loch ness monster|magic|medusa|railroad|yeti
43518,5.0,biography
43828,5.0,woman director
43853,5.0,hit-and-run
44763,5.0,brother|child hero|fictional place|loss of loved one|sibling relationship|single parent|socially deprived family|sweden|based on a book
46258,5.0,court case
47606,5.0,boarding school|lighthouse keeper   |orphanage
47902,5.0,daughter|homesteaders|ranchers
48458,5.0,buskers|friends|london theater district|pickpocket|street performers
50533,5.0,bible|cow|faith|independent film|meal|meditation|monastery|monk|season
52189,5.0,bakery|best friend|copenhagen|drugs|falling in love|friendship|lone wolf|loser|new love|parent child relationship|referee|society
52413,5.0,balkan war|film director|homer|sarajevo|the odyssey
52617,5.0,
52938,5.0,balloon|claymation|comet|halley's comet|portal|stowaway
55050,5.0,addiction|anthropology|billionaire|dysfunctional family|money|single mother|summer|violence|wealthy
56561,5.0,buddhist|buddhist monk|china|dalai lama|faith|lhasa|religious education
56602,5.0,afterlife|bombing|explosion|fate|ship|ship passengers
59805,5.0,brazilian|cinema novo
59945,5.0,silent film|Library of Congress|National Film Registry
60343,5.0,army colonel|auld lang syne|little girl
62851,5.0,
66854,5.0,woman director
68339,5.0,1970s|disco|independent film|new york|platos retreat|swinging
68517,5.0,Esperanto
68544,5.0,
70541,5.0,based on novel or book|bathing|forbidden love
70656,5.0,sport
71027,5.0,marriage
71522,5.0,independent film|Nepal
71558,5.0,agent|hollywood|movie business
71591,5.0,pirate
71743,5.0,love|parade|procession|social satire|vienna austria
72678,5.0,
72899,5.0,unsimulated sex
72915,5.0,short
73031,5.0,
74538,5.0,teacher|teachers and students
75335,5.0,adultery|korea|pregnancy|sex|woman director
77891,5.0,independent film|woman director
77985,5.0,human relationship
78235,5.0,
78381,5.0,
79195,5.0,bollywood
79596,5.0,drug smuggling|film noir|hitman
79765,5.0,
79901,5.0,
81305,5.0,butcher|gay|gay relationship|jerusalem|jew|jewish|orthodox
81396,5.0,hollywood|newspaper|pre-code|publicity|comedy|drunkeness|impersonation|jealousy|motherhood|orphanage|romance
82467,5.0,duel|england|king|prison|suppressed past|might like
84226,5.0,
84871,5.0,gambling|singer
85012,5.0,brazilian|classic|drama
85389,5.0,factory girl|shipping magnate|might like
86151,5.0,communication|Criterion|gorilla|sign language|zoo
86862,5.0,rags to riches|historical
86904,5.0,desert|escaped convict|family in peril|family vacation|film noir|fugitive|mexico|murderer|police pursuit|race against time|rescue from drowning|secluded beach|valiant wife|young boy
87207,5.0,
87258,5.0,cold war|film noir|no dialog|spying|suspense
87383,5.0,musical
87683,5.0,bigotry|divorce|female homosexuality|loss of loved one|real estate agent|secret love|sexual awakening|woman director
87798,5.0,gypsy|hungary|pre-code|temptress|windmill
88059,5.0,
88471,5.0,head nurse|hospital
88480,5.0,
90556,5.0,
90561,5.0,adoption|family relationships|neighbor|singing|woman director
90570,5.0,child soldier|nicaragua|tv movie
90823,5.0,band|drummer|guitar|guitarist|independent film|monkey
91741,5.0,blindness and impaired vision|hamburg germany|new love|road movie|russia|sense of life|theater director|therapist
91770,5.0,
92136,5.0,
92321,5.0,musical|rio de janeiro
94471,5.0,duringcreditsstinger
94801,5.0,b movie|bank robber|bank vault|brazil
95296,5.0,duringcreditsstinger
95305,5.0,category iii
96530,5.0,
96545,5.0,Criterion|classic|Gilbert & Sullivan|mistaken identity|musical|Comic opera
97332,5.0,
98189,5.0,new girl at school|school|schoolgirl|vampire|woman director
98443,5.0,
98911,5.0,bdsm|kink
99337,5.0,
99373,5.0,ballet dancer|dance group|street dance|woman director
99667,5.0,
99989,5.0,
100036,5.0,
100099,5.0,old man
101448,5.0,independent film|Comedy|Romantic
101592,5.0,basset hound|dog|highway|orphan|parrot|woman director
101857,5.0,paparazzi|photographer
101947,5.0,alternative rock|post-punk|rock
102483,5.0,aegean sea|cultural difference|sexual humiliation|turkey
102742,5.0,factory worker|fly-on-the-wall|industry|modern china|railroad|urban
103203,5.0,human trafficking|moral ambiguity|prostitution|slavery|woman director
103424,5.0,woman director
103547,5.0,brutality|drug dealer|hitchhiker|morphine|sadism|torture
103563,5.0,
103792,5.0,banking|corporation|debt|economics|global economy|money
104155,5.0,
104307,5.0,
105601,5.0,b movie|radio series
105943,5.0,woman director
106421,5.0,
108571,5.0,politician|presidential debate|presidential election|republican party
109064,5.0,
109798,5.0,brazilian|comedy|drama
110852,5.0,egotism|musical
111456,5.0,detective|film noir|gold|philip marlowe|planned murder|victim of murder|mystery|Philip Marlow|private eye|Raymond Chandler
112802,5.0,conspiracy|independent film
112807,5.0,21st century|alien|giant robot|mecha|robot|space|space war|training
112988,5.0,
113236,5.0,blaxploitation
113254,5.0,
113632,5.0,family|fatherhood|midlife crisis|parenthood|punk|punk band|punk rock|dads|music
113866,5.0,leprechaun|prequel
113991,5.0,
114140,5.0,adventurer|banker|engineer
114717,5.0,child|shenanigan|sweden
114891,5.0,family relationships|family reunion|independent film|sport|wrestling
114902,5.0,drama|independent film|Friendship|Gay|LGBTQ+|US Borders
115042,5.0,sweden
116179,5.0,hidden treasure
116403,5.0,
116664,5.0,woman director|beauty|senior citizens|Style
116931,5.0,based on novel|based on novel or book|insurance salesman|musical|remake|south america
116987,5.0,murder|ranch|ranch foreman|sheriff|sister
117480,5.0,
117740,5.0,suspense
118234,5.0,
118752,5.0,civil war veteran|mexican|sequel|spaghetti western|violence
118846,5.0,Criterion
118906,5.0,
118922,5.0,
119567,5.0,
120272,5.0,new year's eve party|New Year's Eve
120618,5.0,fashion|fashion magazine
120761,5.0,ostern|yukon|Lev Kuleshov
121919,5.0,
122045,5.0,ghost|new england
122466,5.0,cyborg|dc comics|super power|superhero|time travel
122737,5.0,blood|drug addiction|low-budget|terminal cancer|vampire
122772,5.0,
122869,5.0,sherlock holmes|adapted from:book|character:Sherlock Holmes
122934,5.0,friendship|marriage|remake|soccer|sport
123085,5.0,blindness and impaired vision|education|woman director
123316,5.0,bookie|gambling
123445,5.0,murder|self-defense
124168,5.0,
124404,5.0,gorilla
124456,5.0,
124575,5.0,stop motion
124889,5.0,
124893,5.0,court|murder|remake
124919,5.0,
125165,5.0,musical|singing
125189,5.0,attempted robbery|film noir|little dog|on the run
125315,5.0,lisbon|spy|world war ii
125946,5.0,counter-culture|disciples|multiple murders
125962,5.0,short
126148,5.0,
126941,5.0,
128025,5.0,indian tribe|jewel
128087,5.0,double barreled shotgun|jail cell|spaghetti western
128169,5.0,
128171,5.0,
128221,5.0,musical
128578,5.0,aids|aspiring singer|cerebral palsy|melodifestivalen|mentally disabled|personal assistant|sibling relationship|song contest|transvestism|woman director
129828,5.0,
130660,5.0,
131130,5.0,
131359,5.0,exotic dancer|harem|hypnosis|middle east|prince
131586,5.0,
132169,5.0,erased memory|science labatory|teenage romance|time travel|romance|school girl
132434,5.0,afterlife|brazilian|life after death|purgatory|spiritism|spiritualist
132624,5.0,woman director
132908,5.0,classic erotic|erotic movie|tumey's dvds
132910,5.0,classic erotic|erotic movie|softcore
133241,5.0,psychiatry|psychoanalysis
133323,5.0,farming community|food|fruit|nature
133505,5.0,meta|new wave
133577,5.0,
133808,5.0,faith|religion|social documentary
133893,5.0,parallel universe
133943,5.0,drug dealing|female agent|women's prison
134037,5.0,
135250,5.0,blended family|hawaii|sequel|sport
135338,5.0,
135350,5.0,
135440,5.0,
136503,5.0,
136622,5.0,pocket monsters|pokémon
136834,5.0,
136892,5.0,writer
137114,5.0,cantonese
137391,5.0,detective|england|intelligent animals|kids|london england|sherlock holmes|tom and jerry
137570,5.0,18th century|aristocrat|love triangle|riedrich schiller|writer
137980,5.0,homophobia|lgbt|pedophilia|witch hunt
138024,5.0,concert
138168,5.0,
138226,5.0,monk|woman director
138908,5.0,army major|gilbert and sullivan|musical|pirate|queen victoria|slapstick
139325,5.0,asian lgbt
140275,5.0,deceit|french|honor|justice|love|monster|sacrifice
140653,5.0,
140807,5.0,
140811,5.0,
140860,5.0,
140896,5.0,brother sister incest|exercise|fashion|hermit|hypochondriac|incest|isolation|italy|masturbation|pornography addiction|sex|sibling relationship|softcore|upper class|venice|voyeur
141126,5.0,analysis|assassination|hitman|mafia|prison|psychiatrist
141149,5.0,hyderabad|nri
141205,5.0,montana|photograph
142100,5.0,
142266,5.0,necronomicon
142334,5.0,behind enemy lines|soldier|vietcong|vietnam war|violence
142414,5.0,
143559,5.0,murder|reality tv|serial killer|slasher
143882,5.0,chaos|city|crime|daughter|hostage|kidnapping|officer|operator|police|veteran
143898,5.0,anime|based on manga|buddhism|christianity
143974,5.0,
144176,5.0,hacker
144266,5.0,blindfold|forest|ghost story|night games|pet dog|shaky camera|suicide
144374,5.0,
144612,5.0,
144664,5.0,farm|horse|stallion|summer|talent|woman director
144754,5.0,cheating wife|drug dealer
144860,5.0,
144920,5.0,renewal
144990,5.0,woman director|dreams|mesmerizing|surreal
144992,5.0,asian lgbt|lesbian interest
145178,5.0,hansel and gretel|short|silly symphony
145500,5.0,Australia
145972,5.0,aspiring artist|based on play or musical|college|college roomate|imaginary friend|love
145992,5.0,
146112,5.0,
146666,5.0,
146998,5.0,
148034,5.0,angst|captivity|mercilessness|misogyny|perversity|prostitute|prostitution|sadism|sadist|sadistic|tormentor|torture|torturer|trucker|unsimulated sex|very little dialogue|violence|rape
148836,5.0,
149210,5.0,
149242,5.0,
149366,5.0,christmas
149380,5.0,
149384,5.0,christmas
149398,5.0,christmas|christmas spirit|journalist|lying|radio host|secret santa|small town
149514,5.0,christmas|holiday
149536,5.0,
149564,5.0,
149858,5.0,
150554,5.0,evil bug|tv movie
150619,5.0,critic|media|politics
151094,5.0,emperor|golem|jewish legend|rabbi|rabbi's wife
151601,5.0,
151611,5.0,topless
151621,5.0,woman director
152035,5.0,phenomenology|philosophy|pragmatism
153068,5.0,
153124,5.0,apartment|family relationships|friendship|hungarian|hungary|intimacy|melancholy|mind game|poverty|psychological thriller|redemption|revenge|sexual abuse|highly stylized
153134,5.0,
153144,5.0,
153174,5.0,
153178,5.0,adultery|Criterion|love triangle|older woman younger man relationship|philippines|prison|rape|revenge|slum
153180,5.0,dizziness|flying|gain|liar|pilot
153594,5.0,
153736,5.0,
154198,5.0,
154280,5.0,
154482,5.0,
154514,5.0,audition|coming of age|ecstasy|lesbian|lesbian relationship|love|lust|music instrument|musician|orgy|party|sex|violin|violinist|woman director
154606,5.0,country girl|cultural difference|village
154612,5.0,biography|prison|woman director
154624,5.0,
154766,5.0,murder|radio program
154880,5.0,russia|short|train
154882,5.0,
154894,5.0,
155374,5.0,based on novel or book|childhood friends|mountain lion|palo alto|woman director
155437,5.0,
155923,5.0,musical
156054,5.0,judy garland
156063,5.0,
156123,5.0,based on novel|based on novel or book|film noir|racism
156305,5.0,musical
156307,5.0,
156309,5.0,
156313,5.0,mistaken identity|society
156315,5.0,musical
156317,5.0,salesman|vacuum cleaner
156319,5.0,army
156321,5.0,adventure|gold|igloo|travel
156579,5.0,short
156728,5.0,woman director
156900,5.0,series of murders|suspense
156966,5.0,woman director
157114,5.0,australia|based on comic
157116,5.0,
157304,5.0,
157617,5.0,
157775,5.0,
157787,5.0,internet|sci fi
157789,5.0,
157791,5.0,
158119,5.0,
158123,5.0,china|revolutionary
158300,5.0,high school|love
158655,5.0,
158882,5.0,woman director
158888,5.0,dating|tv movie
158914,5.0,los angeles|publisher
158922,5.0,
158938,5.0,romance
159034,5.0,
159155,5.0,game|short|action|dystopia|future|post-apocalyptic|video game
159217,5.0,
159786,5.0,
160315,5.0,
160846,5.0,american culture|folk hero|john henry|johnny appleseed|paul bunyan|woman director
160894,5.0,
161163,5.0,rescue|therapy|wheelchair|woman director
161208,5.0,hitman|mafia
161720,5.0,tv movie
161762,5.0,1940s|dog|little boy|missing person|orphan|post world war ii
162382,5.0,
162390,5.0,
162584,5.0,
162722,5.0,
163412,5.0,
163695,5.0,bully
163751,5.0,animal actor|boy and dog|dog|heart warming|rescue
163811,5.0,
163883,5.0,independent film
164017,5.0,
164169,5.0,
164441,5.0,
164731,5.0,finding love
164743,5.0,
164747,5.0,broadway musical|rock star|singer
164753,5.0,lying|online dating|romantic comedy
164763,5.0,farm|musical|oklahoma
164771,5.0,
164787,5.0,woman director
164795,5.0,postal worker
164823,5.0,
164901,5.0,ambulance
165533,5.0,dc comics|green arrow|showcase
165933,5.0,activism|africa|poachers|wildlife
166167,5.0,
166213,5.0,christmas|slow|holiday|tv movie
166247,5.0,
166753,5.0,mentally challenged|sibling relationship
166920,5.0,arab|history|israel|israeli palestinian conflict|jew|land|muslim|orient|war|woman director|cartoon|graphics|idea
167340,5.0,
167460,5.0,
167998,5.0,
168038,5.0,summer camp
168052,5.0,christmas
168146,5.0,remake
168238,5.0,
168716,5.0,
168762,5.0,coming of age|family|great writing|Norway
168866,5.0,assassin|elevator|trapped|trapped in an elevator
168974,5.0,sri lanka
169268,5.0,comedian|standup|standup comedy|stand-up comedy
169324,5.0,female comedian|gay marriage|lesbian|lgbt|stand-up comedy
169338,5.0,stand-up comedy|stand up
169588,5.0,female comedian|stand-up comedy
169604,5.0,stand-up comedy
169696,5.0,
169840,5.0,brazilian|comedy|dog
169872,5.0,brazilian
170461,5.0,
170513,5.0,gay|gay relationship|Gay|Goofy|LGBTQ+
170527,5.0,california|christianity|coming out|gay|gay relationship|gay teenager|independent film|prejudice|seaside town|Gay|LGBTQ+
170665,5.0,based on novel or book|woman director
170743,5.0,1970s|country life|flashback|geologist|retired life|valley
170931,5.0,italian soccer player|soccer|sport
170941,5.0,
171035,5.0,
171223,5.0,skiing|snow skiing|snowboarding
171299,5.0,hip-hop|turntablism
171351,5.0,Stand-up Comedy|stand-up comedy
172331,5.0,independent film
172741,5.0,parrot|treasure hunt
172895,5.0,business start-up
173179,5.0,
173497,5.0,speech impediment
173517,5.0,
173865,5.0,destiny|philippines|pinoy
173959,5.0,
174047,5.0,self acceptance
174549,5.0,mutafukaz|run|gangster|hip hop
174771,5.0,
174785,5.0,
174787,5.0,
174789,5.0,
174895,5.0,
174897,5.0,
174899,5.0,
174919,5.0,1960s
174949,5.0,biography|period drama
175173,5.0,concert|cuba|youth culture
175203,5.0,music|relationship
175399,5.0,
175749,5.0,
175827,5.0,Stand-up Comedy|dark comedy|stand-up comedy
176059,5.0,
176115,5.0,
176345,5.0,anime|one piece|pirate gang|treasure hunt
176381,5.0,film noir|husband|marriage|new york city|small town girl
176597,5.0,based on a book
176759,5.0,cyberpunk|elder care|japanese cyberpunk|mecha
176875,5.0,assassination|concert|groupie|magic
177277,5.0,romance|woman director
177415,5.0,making of
177523,5.0,
177551,5.0,
177581,5.0,surfing|adventure|Norway|plastic
177707,5.0,
177785,5.0,stand-up comedy
178027,5.0,woman director
178147,5.0,
178311,5.0,philippines|pinoy
178333,5.0,friendship|housekeeper|servant|world war i
178729,5.0,anime|one piece
178991,5.0,romantic drama
178999,5.0,
179015,5.0,
179233,5.0,anime|one piece
179425,5.0,hindu|vishnu
179485,5.0,
179529,5.0,romance
179541,5.0,amish|made for tv|ohio|secret relationship
179559,5.0,
179569,5.0,
179585,5.0,christmas|secret santa
179589,5.0,dressage|equestrian|equestrian center|equestrienne|first kiss|grandparent grandchild relationship|horse trainer|horseback riding|human animal relationship|injured horse|knackery|parent child relationship|redhead|redhead girl|teenage girl|woman director
179591,5.0,europe|prince
179607,5.0,
179613,5.0,
179649,5.0,
179721,5.0,
179731,5.0,
179837,5.0,holy grail|violence
180073,5.0,
180075,5.0,
180235,5.0,
180449,5.0,
180837,5.0,short|love|plot twist|relationships|tokyo|tourism
182323,5.0,
182337,5.0,anthology|woman director
182759,5.0,cosmology|darkness|death|experience|experimental|mystery|mystic|nature|night|poem|spirituality
182831,5.0,bounty hunter|corruption|future|Bounty Hunter|Police
183357,5.0,
183585,5.0,rape|revenge|sexploitation|voyeurism
183947,5.0,
184143,5.0,woman director
184145,5.0,detective|dog|woman director
184149,5.0,
184151,5.0,
184539,5.0,jealousy|woman director|young couple
184541,5.0,another point of view|arts|caricature|documentary|mining|people|romanian|romanians|social issue
184597,5.0,
184903,5.0,courtroom|Detroit|Wood Harris
185079,5.0,woman director
185085,5.0,
185263,5.0,deaf|deaf community|Gallaudet University|Netherlands|sign language|USA
185265,5.0,
185291,5.0,street race|bad acting|christian|corny|ripoff
185465,5.0,
185467,5.0,betacam|betamax|vhs
185479,5.0,woman director|bittersweet|documentary|heartwarming|hungarian|love|retired
185637,5.0,
185641,5.0,
185893,5.0,
185895,5.0,
185971,5.0,fire fighting|imax|kuwait
186127,5.0,woman director
186233,5.0,
186245,5.0,drugs|medical documentary|scientist
186297,5.0,oleg karavaychuk
186299,5.0,
186879,5.0,woman director
186883,5.0,woman director
187125,5.0,alcohol|island|jealous husband|murder|black comedy|hidden gems|plot twist
187129,5.0,love|theater
187485,5.0,
187583,5.0,athlete|environmental|food|vegan|veganism
187605,5.0,depressed mom|dysfunctional family|family dynamics|hippie lifestyle|imaginary friend|older brother|older sister|protest|sicily|superhero|tradition|young boy|cry and laugh|drama and fun
187609,5.0,
187749,5.0,fashion|vogue
187769,5.0,Nick Cave|Uplifting
187793,5.0,bride
187847,5.0,American|bourbon|documentary
187873,5.0,family|lgbt|transgender|woman director|LGBTQ|Trans|coming-of-age|musician|teenager|young adulthood
187947,5.0,religion
187949,5.0,religion
187951,5.0,christianity|evangelism|israel|miracle|prophetic|religion
188151,5.0,
188153,5.0,
188529,5.0,gentrification|housing project|music|youth
188547,5.0,
188569,5.0,
188591,5.0,flashback sequence
188611,5.0,
188657,5.0,
188685,5.0,
188733,5.0,ball|heat|spain|spanish civil war
188879,5.0,paranoia|sibling|suspicion
189349,5.0,
189573,5.0,
189617,5.0,
189623,5.0,
189925,5.0,
190051,5.0,freedom|lgbt|theatri
190171,5.0,
190503,5.0,
190525,5.0,
190707,5.0,AEK|sports|sports history
190841,5.0,Adam Rifkin|Mockumentary|Reality TV
191245,5.0,
191657,5.0,
191833,5.0,
191973,5.0,
192089,5.0,adapted from:theatre|audience participation|Commedia dell'arte|funniest thing I've ever seen|live theatre|music:skiffle band|playwright:Carlo Goldoni|playwright:Richard Bean|setting:1963|setting:Brighton|setting:UK
192261,5.0,
192315,5.0,
192351,5.0,
192501,5.0,
192581,5.0,
192771,5.0,
192827,5.0,Colorfull|Comedy|Plot Twists|Pop culture references
193059,5.0,
193129,5.0,
193131,5.0,
193257,5.0,
193377,5.0,
193379,5.0,
193381,5.0,
193383,5.0,
193385,5.0,
193387,5.0,
193389,5.0,
193443,5.0,
193457,5.0,
193479,5.0,
193527,5.0,
193529,5.0,
193671,5.0,
193673,5.0,
193701,5.0,
193719,5.0,
193727,5.0,
193795,5.0,
193799,5.0,
193874,5.0,
194060,5.0,cat demon
194066,5.0,
194160,5.0,allegory|creepy|low budget|surreal
194212,5.0,
194288,5.0,
194332,5.0,
194334,5.0,
194372,5.0,
194434,5.0,anthology|creepy|cynical|everyday items attacking|French|horror anthology|surreal|twisted
194578,5.0,
194588,5.0,
194752,5.0,
194961,5.0,
194979,5.0,
194999,5.0,
195081,5.0,
195331,5.0,
195333,5.0,
195375,5.0,
195409,5.0,
195473,5.0,
195503,5.0,
195549,5.0,
195619,5.0,
195641,5.0,
195753,5.0,
196033,5.0,
196329,5.0,
196383,5.0,
196483,5.0,
196547,5.0,russian
196555,5.0,
196639,5.0,
196655,5.0,Catholic|Catholic church|demon|demonology|demons|documentary|exorcist|God|possession|priest|religious|rite|satan
196717,5.0,
196737,5.0,
196743,5.0,chinese|money
196787,5.0,
196887,5.0,
196889,5.0,
196959,5.0,
196965,5.0,
197005,5.0,
